use,name,description,variableslink
,B99252,ALLOCATION OF TENURE,https://api.census.gov/data/2019/acs/acs5/groups/B99252.json
,B992520,ALLOCATION OF PRICE ASKED,https://api.census.gov/data/2019/acs/acs5/groups/B992520.json
,B992521,ALLOCATION OF MORTGAGE STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B992521.json
,B992522,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS,https://api.census.gov/data/2019/acs/acs5/groups/B992522.json
,B992523,ALLOCATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS,https://api.census.gov/data/2019/acs/acs5/groups/B992523.json
,B99253,ALLOCATION OF VACANCY STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B99253.json
,B99254,ALLOCATION OF ROOMS,https://api.census.gov/data/2019/acs/acs5/groups/B99254.json
,B99255,ALLOCATION OF UNITS IN STRUCTURE,https://api.census.gov/data/2019/acs/acs5/groups/B99255.json
,B99256,ALLOCATION OF YEAR STRUCTURE BUILT,https://api.census.gov/data/2019/acs/acs5/groups/B99256.json
,B99257,ALLOCATION OF YEAR HOUSEHOLDER MOVED INTO UNIT,https://api.census.gov/data/2019/acs/acs5/groups/B99257.json
,B99258,ALLOCATION OF BEDROOMS,https://api.census.gov/data/2019/acs/acs5/groups/B99258.json
,B99259,ALLOCATION OF PLUMBING FACILITIES,https://api.census.gov/data/2019/acs/acs5/groups/B99259.json
,B992701,ALLOCATION OF HEALTH INSURANCE COVERAGE,https://api.census.gov/data/2019/acs/acs5/groups/B992701.json
,B992702,ALLOCATION OF PRIVATE HEALTH INSURANCE,https://api.census.gov/data/2019/acs/acs5/groups/B992702.json
,B992703,ALLOCATION OF PUBLIC HEALTH INSURANCE,https://api.census.gov/data/2019/acs/acs5/groups/B992703.json
,B992704,ALLOCATION OF EMPLOYER-BASED HEALTH INSURANCE,https://api.census.gov/data/2019/acs/acs5/groups/B992704.json
,B992705,ALLOCATION OF DIRECT-PURCHASE HEALTH INSURANCE,https://api.census.gov/data/2019/acs/acs5/groups/B992705.json
,B992706,ALLOCATION OF MEDICARE COVERAGE,https://api.census.gov/data/2019/acs/acs5/groups/B992706.json
,B992707,ALLOCATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE,https://api.census.gov/data/2019/acs/acs5/groups/B992707.json
,B992708,ALLOCATION OF TRICARE/MILITARY HEALTH COVERAGE,https://api.census.gov/data/2019/acs/acs5/groups/B992708.json
,B992709,ALLOCATION OF VA HEALTH CARE,https://api.census.gov/data/2019/acs/acs5/groups/B992709.json
,B99281,ALLOCATION OF HOUSEHOLD INTERNET ACCESS,https://api.census.gov/data/2019/acs/acs5/groups/B99281.json
,B99282,ALLOCATION OF HOUSEHOLD COMPUTER TYPE,https://api.census.gov/data/2019/acs/acs5/groups/B99282.json
,B99283,ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE,https://api.census.gov/data/2019/acs/acs5/groups/B99283.json
y,C02003,DETAILED RACE,https://api.census.gov/data/2019/acs/acs5/groups/C02003.json
,C15002A,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15002A.json
,C15002B,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15002B.json
,C15002C,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15002C.json
,C15002D,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (ASIAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15002D.json
,C15002E,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15002E.json
,C15002F,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (SOME OTHER RACE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15002F.json
,C15002G,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (TWO OR MORE RACES),https://api.census.gov/data/2019/acs/acs5/groups/C15002G.json
,C15002H,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",https://api.census.gov/data/2019/acs/acs5/groups/C15002H.json
,C15002I,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO),https://api.census.gov/data/2019/acs/acs5/groups/C15002I.json
y,C15010,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/C15010.json
,C15010A,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15010A.json
,C15010B,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15010B.json
,C15010C,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15010C.json
,C15010D,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (ASIAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15010D.json
,C15010E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15010E.json
,C15010F,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (SOME OTHER RACE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C15010F.json
,C15010G,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (TWO OR MORE RACES),https://api.census.gov/data/2019/acs/acs5/groups/C15010G.json
,C15010H,"FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",https://api.census.gov/data/2019/acs/acs5/groups/C15010H.json
,C15010I,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO),https://api.census.gov/data/2019/acs/acs5/groups/C15010I.json
,C16001,LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/C16001.json
,C16002,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS,https://api.census.gov/data/2019/acs/acs5/groups/C16002.json
,C17002,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS,https://api.census.gov/data/2019/acs/acs5/groups/C17002.json
,C18108,AGE BY NUMBER OF DISABILITIES,https://api.census.gov/data/2019/acs/acs5/groups/C18108.json
,C18120,EMPLOYMENT STATUS BY DISABILITY STATUS,https://api.census.gov/data/2019/acs/acs5/groups/C18120.json
,C18121,WORK EXPERIENCE BY DISABILITY STATUS,https://api.census.gov/data/2019/acs/acs5/groups/C18121.json
,C18130,AGE BY DISABILITY STATUS BY POVERTY STATUS,https://api.census.gov/data/2019/acs/acs5/groups/C18130.json
,C18131,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY DISABILITY STATUS,https://api.census.gov/data/2019/acs/acs5/groups/C18131.json
,C21001A,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C21001A.json
,C21001B,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C21001B.json
,C21001C,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C21001C.json
,C21001D,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (ASIAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C21001D.json
,C21001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C21001E.json
,C21001F,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (SOME OTHER RACE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C21001F.json
,C21001G,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (TWO OR MORE RACES),https://api.census.gov/data/2019/acs/acs5/groups/C21001G.json
,C21001H,"SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",https://api.census.gov/data/2019/acs/acs5/groups/C21001H.json
,C21001I,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (HISPANIC OR LATINO),https://api.census.gov/data/2019/acs/acs5/groups/C21001I.json
,C21007,AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/C21007.json
,C23002A,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C23002A.json
,C23002B,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C23002B.json
,C23002C,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C23002C.json
,C23002D,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (ASIAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C23002D.json
,C23002E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C23002E.json
,C23002F,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C23002F.json
,C23002G,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),https://api.census.gov/data/2019/acs/acs5/groups/C23002G.json
,C23002H,"SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",https://api.census.gov/data/2019/acs/acs5/groups/C23002H.json
,C23002I,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),https://api.census.gov/data/2019/acs/acs5/groups/C23002I.json
,C24010,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/C24010.json
,C24010A,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C24010A.json
,C24010B,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C24010B.json
,C24010C,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C24010C.json
,C24010D,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C24010D.json
,C24010E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C24010E.json
,C24010F,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C24010F.json
,C24010G,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),https://api.census.gov/data/2019/acs/acs5/groups/C24010G.json
,C24010H,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",https://api.census.gov/data/2019/acs/acs5/groups/C24010H.json
,C24010I,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),https://api.census.gov/data/2019/acs/acs5/groups/C24010I.json
,C24020,"SEX BY OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2019/acs/acs5/groups/C24020.json
,C24030,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/C24030.json
,C24040,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2019/acs/acs5/groups/C24040.json
,C24050,INDUSTRY BY OCCUPATION FOR THE CIVILIAN  EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/C24050.json
y,C24060,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/C24060.json
y,C24070,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/C24070.json
,C27001A,HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C27001A.json
,C27001B,HEALTH INSURANCE COVERAGE STATUS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C27001B.json
,C27001C,HEALTH INSURANCE COVERAGE STATUS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C27001C.json
,C27001D,HEALTH INSURANCE COVERAGE STATUS BY AGE (ASIAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C27001D.json
,C27001E,HEALTH INSURANCE COVERAGE STATUS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C27001E.json
,C27001F,HEALTH INSURANCE COVERAGE STATUS BY AGE (SOME OTHER RACE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/C27001F.json
,C27001G,HEALTH INSURANCE COVERAGE STATUS BY AGE (TWO OR MORE RACES),https://api.census.gov/data/2019/acs/acs5/groups/C27001G.json
,C27001H,"HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",https://api.census.gov/data/2019/acs/acs5/groups/C27001H.json
,C27001I,HEALTH INSURANCE COVERAGE STATUS BY AGE (HISPANIC OR LATINO),https://api.census.gov/data/2019/acs/acs5/groups/C27001I.json
,C27004,EMPLOYER-BASED HEALTH INSURANCE  BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/C27004.json
,C27005,DIRECT-PURCHASE HEALTH INSURANCE BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/C27005.json
,C27006,MEDICARE COVERAGE BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/C27006.json
,C27007,MEDICAID/MEANS-TESTED PUBLIC COVERAGE BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/C27007.json
,C27008,TRICARE/MILITARY HEALTH COVERAGE BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/C27008.json
,C27009,VA HEALTH CARE BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/C27009.json
,C27012,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY WORK EXPERIENCE,https://api.census.gov/data/2019/acs/acs5/groups/C27012.json
,C27013,PRIVATE HEALTH INSURANCE BY WORK EXPERIENCE,https://api.census.gov/data/2019/acs/acs5/groups/C27013.json
,C27014,PUBLIC HEALTH INSURANCE BY WORK EXPERIENCE,https://api.census.gov/data/2019/acs/acs5/groups/C27014.json
,C27016,HEALTH INSURANCE COVERAGE STATUS BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/C27016.json
,C27017,PRIVATE HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/C27017.json
,C27018,PUBLIC HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/C27018.json
,C27021,HEALTH INSURANCE COVERAGE STATUS  BY LIVING ARRANGEMENT,https://api.census.gov/data/2019/acs/acs5/groups/C27021.json
